Country,Currency Name,Currency Code,ISO Code,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Population 2024,Population 2025,GDP 2018,GDP 2019,GDP 2020,GDP 2021,GDP 2022,GDP 2023,GDP 2024,GDP 2025,GDP Growth 2018,GDP Growth 2019,GDP Growth 2020,GDP Growth 2021,GDP Growth 2022,GDP Growth 2023,GDP Growth 2024,GDP Growth 2025,GDP Per Capita 2018,GDP Per Capita 2019,GDP Per Capita 2020,GDP Per Capita 2021,GDP Per Capita 2022,GDP Per Capita 2023,GDP Per Capita 2024,GDP Per Capita 2025,Unemployment 2018,Unemployment 2019,Unemployment 2020,Unemployment 2021,Unemployment 2022,Unemployment 2023,Unemployment 2024,Unemployment 2025,Population Growth Rate 2018,Population Growth Rate 2019,Population Growth Rate 2020,Population Growth Rate 2021,Population Growth Rate 2022,Population Growth Rate 2023,Population Growth Rate 2024,Population Growth Rate 2025,Defense Expenditure (% of GDP) 2018,Defense Expenditure (% of GDP) 2019,Defense Expenditure (% of GDP) 2020,Defense Expenditure (% of GDP) 2021,Defense Expenditure (% of GDP) 2022,Defense Expenditure (% of GDP) 2023,Defense Expenditure (% of GDP) 2024,Defense Expenditure (% of GDP) 2025,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fertility Rate,Median Age,Urban Pop %,World Share,Age Structure (0-14),Age Structure (15-64),Age Structure (65+),GDP (PPP),GDP (Official Exchange Rate),Inflation Rate,GDP Composition - Agriculture,GDP Composition - Industry,GDP Composition - Services,Life Expectancy (both),Life Expectancy (female),Life Expectancy (male),Religion 1,Religion 2,Religion 3,Religion 4,Religion 5,Religion 1 Percentage,Religion 2 Percentage,Religion 3 Percentage,Religion 4 Percentage,Religion 5 Percentage
Türkiye,N/A,N/A,N/A,81407204,82579440,83384680,84147318,84979913,85325965,,,778972108040.602,761005915750.925,720338490327.248,819865223976.115,907118434653.505,1118252964260.77,,,3.0131703931215,0.818514526726673,1.85987303976462,11.4393956926566,5.53342787492781,5.11116818488702,,,9568.83506330228,9215.44049888114,8638.73903848102,9743.21277804855,10674.504157865,13105.6585678319,,,10.956,13.73,13.148,11.969,10.465,9.388,,,1.35360298648434,1.42969688109789,0.970386031353162,0.910444902564511,0.984586244469359,0.406389351118662,,,2.52369540945235,2.68985908907877,2.43140036241802,1.89697286063607,1.18919167863503,1.5026648858863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,Tuvaluan dollar,$,(none),10751,10581,10399,10194,9992,9816,,,48015259.8751356,54123198.5662913,51746594.3148543,60196405.7138393,59065982.0873657,62280311.5852172,,,1.38728384151602,13.8220984406966,-4.27493206901397,1.8041359113616,0.677309361438304,3.85280919517032,,,4466.12034928245,5115.13075950206,4976.11254109571,5905.08198095343,5911.32727055301,6344.7750188689,,,,,,,,,,,-1.09159270779589,-1.59388335810663,-1.73502922439289,-1.99103357602457,-2.00145390945735,-1.77710654146662,,,,,,,,,,,-1.73,-170.0,322.0,30.0,-280.0,3.2,24.0,83.0,0.0,29.2,63.2,7.6,59.202,62.28,,15.9,7.0,70.0,,,,Protestant,,,,,92.7,,,,
"Tanzania, United Republic of",N/A,N/A,N/A,57437145,59174891,60972798,62830412,64711821,66617606,,,57003712892.0858,61026731925.9213,66068737786.0639,70655628147.8986,75769974505.0106,79062403820.892,,,5.46808181528009,5.79999999996723,1.99196460647855,4.32138429480482,4.56600576430955,5.06952353203394,,,1023.10626220703,1063.32250976563,1117.41528320313,1159.85656738281,1207.85302734375,1224.48962402344,,,2.393,2.496,2.781,2.821,2.588,2.582,,,3.15572113764533,2.98060939385811,2.99305168844906,3.00113934816488,2.95046658393064,2.90250073555304,,,1.10098116249139,1.06236727349414,1.07679696200969,1.12091368211588,1.13689842727626,1.15169397926637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,Ugandan shilling,Sh or Shs (pl.),UGX,41565831,42999637,44457152,45910930,47312719,48656601,,,32927025619.6795,35348155095.4215,37600368241.6657,40529788748.6737,45565333210.9108,48768955863.3175,,,6.30392378262997,6.43874503276439,2.95130642218098,3.53658034070898,4.58802192181773,5.33697295511469,,,792.16570022814,822.057058189153,845.766463890124,882.791717542504,963.067314117178,1002.30913917142,,,3.25,3.06,3.831,3.422,2.886,2.787,,,3.39741097582772,3.39132142318772,3.33341751069644,3.21773661761443,3.00759449042677,2.80083228962433,,,1.23271304540367,1.744800411186,2.73212093048135,2.64180818268415,2.03684189118429,1.98205631258922,,,2.79,1358491.0,250.0,199810.0,-117924.0,4.2,17.0,29.0,0.61,47.0,50.6,2.4,135.803,48.769,5.35,24.1,25.8,42.5,68.49,71.37,65.49,Catholic,,,,,45.1,,,,
Ukraine,Ukrainian hryvnia,₴,UAH,45208907,44957458,44680014,44298640,41048766,37732836,,,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,178757021965.008,,,3.4883623420827,3.19950386231294,-3.7528179386597,3.44562065700251,-28.7585842132117,5.32433537426355,,,3059.0517578125,3619.86157226563,3709.76928710938,4775.94580078125,4199.6708984375,5069.703125,,,8.799,8.194,9.475,9.834,,,,,-0.501151978990809,-0.557746010589576,-0.619037730087783,-0.857231073467664,-7.61932022603164,-8.42300777431605,,,3.63516607992805,4.06793765037597,4.40031470276707,3.42549199562857,25.8799435670931,36.6531099379099,,,0.34,127385.0,65.0,579320.0,1146012.0,1.0,42.0,79.0,0.46,12.3,67.8,19.9,560.111,178.757,12.85,7.4,18.8,61.3,74.69,79.39,69.79,,,,,,,,,,
Uruguay,Uruguayan peso,$,UYU,3394534,3397206,3398968,3396695,3390913,3388081,,,65344576348.2279,62222325807.0578,53668636567.8667,60760798595.5436,70164683290.3776,77240830877.4597,,,0.164777659980814,0.928351033363754,-7.38014184479323,5.56189279343275,4.70725761465232,0.3674751756175,,,19249.9401532664,18315.7352857194,15789.6857422214,17888.211510172,20691.9738991763,22797.8111731861,,,8.336,8.836,10.413,9.328,7.877,8.355,,,0.179744266709225,0.0786838170441181,0.0518527053450753,-0.0668956092956434,-0.170369337727093,-0.0835522251458198,,,1.97127204651996,1.88538746667702,2.03583835576405,2.10113238470682,1.82530853655021,2.00012218742627,,,-0.04,-1493.0,19.0,175020.0,-1348.0,1.4,36.0,,0.04,18.9,65.4,15.7,105.096,77.241,5.87,5.6,16.4,66.3,78.29,82.04,74.38,Catholic,,,,,36.5,,,,
United States,United States dollar,$,USD,326838199,328329953,331526933,332048977,333271411,334914895,,,20656516000000,21539982000000,21354105000000,23681171000000,26006893000000,27720709000000,,,2.96650506916633,2.58382533018855,-2.16302913866514,6.05505293304576,2.51237531983308,2.88755600906016,,,63201.0458483771,65604.6815198734,64411.3731779373,71318.3073592183,78035.1753604212,82769.4122114216,,,3.896,3.669,8.055,5.349,3.65,3.638,,,0.526435395564053,0.455381285963537,0.968999515833015,0.157342694282194,0.367472693654024,0.491924871690548,,,3.30400061907828,3.412158459059,3.65051373404041,3.41709395411995,3.34325893120951,3.36183648558074,,,0.57,1949236.0,38.0,9147420.0,1286132.0,1.6,38.0,82.0,4.23,18.1,63.4,18.5,24.977,27.721,4.12,0.9,17.6,76.4,79.46,81.98,77.05,Catholic,,,,,46.5,,,,
Uzbekistan,Uzbekistani sum,Sʻ,UZS,32373490,32964701,33586372,34243696,34938955,35652307,,,58695899092.1083,67293639798.3996,66443265418.3086,77340060003.0347,90095926567.4359,101591769702.343,,,5.5591957292327,6.77992399653822,1.56334277259953,8.0346831263811,6.00134232206508,6.29141635081155,,,1813.08530813664,2041.38480729431,1978.28051860763,2258.51964119278,2578.66689394219,2849.51461071911,,,5.389,4.932,5.293,5.364,4.49,4.46,,,1.72706882389247,1.80974442927918,1.86830671569358,1.9382099918182,2.00999064709715,2.02114614047908,,,3.5554825523167,,,,,,,,1.99,709552.0,85.0,425400.0,-7066.0,3.5,27.0,48.0,0.45,29.6,63.7,6.7,356.797,101.592,,20.6,30.6,43.9,72.53,75.55,69.56,Muslim,,,,,88.0,,,,
Saint Vincent and the Grenadines,Eastern Caribbean dollar,EC$,XCD,104926,104167,103526,102841,102046,101323,,,884329629.62963,910766666.666667,869111111.111111,872225925.925926,966492592.592592,1065962962.96296,,,3.1756114423991,0.661727443679865,-3.73914599187015,0.75379707990075,7.1598328657349,6.01610914506236,,,8428.12677153069,8743.33202133753,8395.09988902412,8481.30537359541,9471.14627317673,10520.4441534791,,,18.984,19.235,20.636,20.341,19.417,18.574,,,-0.699944450029761,-0.725995928811949,-0.617259161571258,-0.663868269423874,-0.776041417794061,-0.711025816110263,,,,,,,,,,,,,,,,,,,,18.8,68.2,13.0,1.858,1.066,4.56,4.2,14.2,64.2,,,,Catholic,,,,,75.0,,,,
"Venezuela, Bolivarian Republic of",N/A,N/A,N/A,29807592,28938098,28444077,28237826,28213017,28300854,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,5.876,7.53,7.037,5.707,5.485,,,-2.51030049026678,-2.96041293052007,-1.72190477685565,-0.727752243229035,-0.087895947265923,0.310851368612458,,,0.150853892569221,1.79230375763991,1.57552271230291,0.313630729266034,0.649886788939365,0.500704497643446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",N/A,N/A,N/A,34657,36395,37135,37809,38319,38985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81552290387566,4.8931677135622,2.01285185510385,1.79872484022046,1.33986872052852,1.72311000328138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, U.S.",N/A,N/A,N/A,107001,106669,106290,105870,105413,104917,,,3923000000,4121000000,4229000000,4507000000,4672000000,,,,1.87830687830687,2.90833549727343,-1.61493817814787,3.66760707873814,-1.31123206333498,,,,36663.2087550584,38633.5298915336,39787.3741650202,42571.0777368471,44320.909185774,,,,12.407,12.551,15.191,14.273,13.007,12.32,,,-0.261338011929093,-0.310759832621892,-0.35593743409178,-0.395928119020198,-0.432595819529278,-0.471640678399366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,N/A,N/A,N/A,96237319,97173776,98079191,98935098,99680655,100352192,,,310106478394.659,334365270496.667,346615738537.796,366474752771.009,410324028883.325,429716969043.572,,,7.46500685572751,7.35926270105006,2.86541320912272,2.55372852648131,8.12351446767343,5.0464307361882,,,3222.31003125366,3440.90025375434,3534.03953482647,3704.1935590038,4116.38576094153,4282.08851724506,,,1.161,1.681,2.103,2.385,1.523,1.645,,,1.10791395242199,0.968366698803348,0.927434295850725,0.868883560805873,0.750756665157789,0.671429250652247,,,1.80650138874311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,Vanuatu vatu,VT,VUV,285259,291985,298858,305868,313046,320409,,,914736985.430944,936526267.622513,909421043.508407,950394006.532514,1022219297.50335,1126313359.21923,,,2.90023027256446,3.24118765540442,-4.99249142889525,-1.55229489129462,1.9160570121628,2.21294177094788,,,3206.68930842127,3207.44650452083,3042.98711598286,3107.20312858002,3265.39645133096,3515.23633611798,,,5.326,5.444,4.046,4.766,5.143,5.082,,,2.39543458138902,2.33048915705222,2.32661131084294,2.31850921412366,2.31965082626492,2.32481600892244,,,,,,,,,,,2.3,7368.0,27.0,12190.0,-43.0,3.6,20.0,25.0,0.0,31.1,63.8,5.0,999.162,1.126,,21.2,10.0,59.8,71.65,74.11,69.59,Catholic,,,,,39.9,,,,
Samoa,Samoan tālā,$,WST,207582,209780,211944,213779,215261,216663,,,878448433.404342,912950466.064906,868898358.266437,843923638.733018,832945205.637185,938189443.830393,,,-0.609647103380141,4.45185891688691,-3.10844401053139,-7.07883094291508,-5.30629089966979,8.58409121817338,,,4231.81409469194,4351.94234943706,4099.6600907147,3947.64517905415,3869.46639492144,4330.17840531329,,,8.639,7.838,7.435,6.612,5.048,4.977,,,1.04941192646969,1.05329202031498,1.0262726301153,0.862068229419543,0.690847424147793,0.649190563116911,,,,,,,,,,,0.63,1356.0,77.0,2830.0,-2754.0,3.8,20.0,16.0,0.0,26.9,65.9,7.2,1.366,938.189,8.12,11.0,10.9,67.7,71.83,73.82,69.96,Catholic,,,,,54.9,,,,
Yemen,Yemeni rial,Rl or Rls (pl.),YER,34085182,35111408,36134863,37140230,38222876,39390799,,,21606160783.9845,,,,,,,,0.752447587579127,,,,,,,,633.887206000087,623.376164898164,559.564672794182,522.173512705812,615.70207931388,477.409028678688,,,17.584,17.202,17.953,18.287,17.363,17.091,,,2.96037896642737,2.96633475184571,2.87320414785733,2.74426152997255,2.87334358526139,3.00980765711571,,,,,,,,,,,3.03,1192365.0,77.0,527970.0,-10482.0,4.5,18.0,33.0,0.5,,,,,,,,,,69.44,71.55,67.37,,,,,,,,,,
South Africa,South African rand,R,ZAR,58613001,59587885,60562381,61502603,62378410,63212384,,,405260723892.517,389330032224.269,337974655408.055,420886877628.703,406920004594.074,380699271814.508,,,1.55678384721676,0.25993557687633,-6.1689177146757,4.95503259440756,1.91147996033504,0.698485194788034,,,6914.1780318076,6533.71121032856,5580.60383075189,6843.39941886204,6523.41097815853,6022.5425418935,,,26.906,28.468,29.217,34.007,33.268,32.098,,,1.68236992028419,1.64957495527878,1.62216431400652,1.54055743832642,1.41397227960081,1.32810094082844,,,0.894757064750116,0.882430271670915,0.955615163117871,0.80744046915839,0.767817564337784,0.733136724666569,,,1.26,794803.0,53.0,1213090.0,166972.0,2.2,28.0,66.0,0.78,27.2,65.3,7.5,865.402,380.699,6.07,2.6,24.6,62.6,66.31,69.79,62.78,Muslim,,,,,86.0,,,,
Zambia,Zambian kwacha,K,ZMW,17973569,18513839,19059395,19603607,20152938,20723965,,,26311507273.6735,23308667781.2258,18137764930.651,22096416932.0089,29163782140.4858,27577956471.244,,,4.03449389667165,1.44130602603785,-2.78505506545167,6.23492204726448,5.21122360356247,5.36794285493059,,,1463.89997855593,1258.98619844462,951.644316655957,1127.16077872857,1447.12310138035,1330.72780576709,,,5.033,5.542,6.033,5.199,5.995,5.905,,,3.0060186177754,2.96162166175699,2.9041649369132,2.81534240626742,2.76365042984169,2.79406758723844,,,1.43749875079268,1.255654723075,1.17049645770462,0.981922231775139,1.11800285711391,1.30300202080578,,,2.85,590991.0,29.0,743390.0,7381.0,4.0,18.0,46.0,0.26,42.1,55.1,2.8,76.129,27.578,10.88,2.2,35.1,56.8,66.53,68.87,64.1,Catholic,,,,,75.3,,,,
Zimbabwe,Zimbabwean dollar,$,ZWL,15034452,15271368,15526888,15797210,16069056,16340822,,,34156069918.0609,25717409842.4479,26867936444.6826,27240515108.8049,32789751736.3323,35231367885.8554,,,5.00986678330221,-6.33244640703352,-7.81695064681365,8.46801689759531,6.13926326513234,5.33673049519527,,,2271.8533351306,1684.02790388182,1730.41348946953,1724.38773104902,2040.55245910726,2156.0340040333,,,6.793,7.373,8.621,9.54,10.087,8.759,,,1.48741637841697,1.56353351552455,1.65935280874134,1.72601114303872,1.7062092862652,1.67709591394986,,,1.13781025849235,0.729567173018744,0.997931278066502,1.48153178684419,0.780493773523229,0.248808250152488,,,1.8,293551.0,43.0,386850.0,-60528.0,3.7,18.0,38.0,0.2,38.3,57.8,3.9,56.249,35.231,,4.1,26.3,62.4,63.06,65.31,60.49,Catholic,,,,,40.3,,,,
